,product_name,product_review,rating
24426,Cigar City Hunahpu's Imperial Stout,"Pours a deep brown. Aroma is cinnamonm, vanillla and some chilli. Taste is vanilla, caramel, toffee which leads to a warming chilli spicy finish. Full bodied with a thick mouthfeel.",4.5
24698,Cigar City Hunahpu's Imperial Stout,"Tap at Capones in ’11 and batch#1 bottle compliments of Bill. This review is for the bottle which was close to 3 years old when drank. Pours midnight black with medium coffee head, light lacing. Nose is cocoa cinnamon, ancho chile, smoked wood, hops, tobacco, and vanilla bean. Moderate carbonation. Layered and layered for a stout. One of the best I have tried to date.",4.6
24755,Cigar City Hunahpu's Imperial Stout,"Bottle shared at Tkrjukoff’s CCB-day in Sätila. Pours black with a medium sized dark brown head. Licorice, vanilla and chocolate in the aroma. Dark chocolat, licorice and coffee in the taste. Some sourness from dark malts.",4.3
24455,Cigar City Hunahpu's Imperial Stout,"Smells and tastes like cinnamon raisin bread, brownies, brown sugar, and malty stout.",4.7
24349,Cigar City Hunahpu's Imperial Stout,"Probably the best spiced imperial stout out there, this is simply loaded with complexity. Thick and oily, dark as night body, bursting with chocolate, burnt mocha and black fruit up front, showing complex elements of cinnamon and pepper spice underneath, adding notes of tobacco and leather. Endless finish.",4.7
24644,Cigar City Hunahpu's Imperial Stout,"ZEBF13 , 2013 edition ( of the beer, AND the festival )
pours black, no foam. smell is peppery, soft carbo, realy sweet, peppery, thick. chocolate, bitter... nice! 

Re-rate after drinking it 3-4 times. Sometimes it just sucks ( to high on cinnamon, for one thing ) sometimes its great and complex. Guess vintage matters in this one. Lowering the score from 4,2 to 4 .",4.0
25011,Cigar City Hunahpu's Imperial Stout,22nd May 2010. ChrisOs ’Blue Ridge Mountains Of Virginia’ tasting!  Opaque black beer with a dark chocolate coloured head. Chocolatey nose. Soft palate with a little carbonated froth. Dark semi sweet chocolate with a touch of vanilla. Some subtle chili heat at the end. A very deft beer. The draft version was a little less sweet and quite a bit more chili heat.,4.1
24797,Cigar City Hunahpu's Imperial Stout,"(trade w/mcGrupp612)  750ml btl - Pours a VERY dark tight foam head. Lasted about two minutes in the glass before falling. Body is pretty much black as sin. Aromas of toffe and chocolate. Some  smoke aroma from the ancho. Mouthfeel like motor oil. Flavor is stunning!! Lots of molases and dark brown sugars. Dark fruits. Smoke from the peppers blends well with  he other ingredients. Shows up on pallete  IF you know what you’re looking for. If I smoked I could see sitting back with a big maduro, waxing about the  news of the day, sitting on the plantaion veranda!!",4.5
24941,Cigar City Hunahpu's Imperial Stout,"Appearance: pours like sweet lovely delicious motor oil. Espresso crema head fades fast into a thin ringlet. Swirls with black tears and a slightly thicker collar. No head. None.


Nose: thick, tar, and char. Vanilla beans, raw chilies tickle the back of my nose. Burnt black cacao and espresso sludge. Wisp of melted cream. Cinnamon is a shadowy whisper here, there, and than none at all.


Palate: for such an intensely thick pour his mouthfeel is amazingly soft, velveteen, and creamy. Immediately coats lips in burnt caramels and cinnamon and black chocolate all melted into one. Long chocolate finish, thick and fudgy please. Heat tickles sides of cheeks with essence of chili without the pain. Ashen burnt black wood in the breath. Vanilla root flirts with massive hunks of decadent fudge. Interesting conflict of creamy velvety smooth mouthfeel which at the same time sucks all moisture from said mouth. Cinnamon not as prominent as expected, though a whisper peeks through here and there, mostly lost in the chilies and the burnt fudgy vanilla rooty goodness.


Final Thoughts: another notch under the Cigar City belt, and mine. Was shared with friends and enjoyed by friends and myself alike. Definitely drink with as minimal a chill as possible.",4.6
24385,Cigar City Hunahpu's Imperial Stout,"From notes. 750 mL bottle shared with ebone1988. 2014 vintage. The pour is a thick dirty motor oil black with a finger of dark mocha head that fades foam ring, leaving no lace behind. The aroma is beautiful. There is a ton of cinnamon in front of a light cocoa and a lot of vanilla. The chilies don't really dominate, but offer a good peppery spiciness that is incredibly well balanced. The cinnamon comes back and is delightful. I love the smell on this. The flavor is great. Copious amounts of cinnamon up front and they ease through a nice pepper transition into a soft cocoa and vanilla, before reentering the cinnamon realm. The fact that the chilies are reserved makes this so much better. The mouth feel is thick and viscous. Great carbonation help it just cling to the mouth in a never ending film. The aftertaste is all cinnamon and subtly it moves through a good chocolate and vanilla lingering finish. Damn good. 

---Rated via Beer Buddy for iPhone",4.7
24985,Cigar City Hunahpu's Imperial Stout,"Thanks for sharing bro!  Pours a rich black color with brown creamy head that fades as it warms up.  Aroma is of rich, dark fruit, dark chocolate, light vanilla, and fusol alcohol.  Taste is dark chocolate, licorice, roasted malt, sweet malt, dark fruit, light vanilla, cinnamon and alcohol.  This is my first CCB beer and I was pretty excited to try it.  It’s definitely a good beer, but not my style of imperial stout.  Definitely a solid impy though.",3.9
24244,Cigar City Hunahpu's Imperial Stout,"Bottle 2017, danke Stefan. Black, big, almost black cream. Big coffee cinnamon and dark chocolate aroma. Very spicy - coconut and cinnamon, fresh cocoa beans, light coffee roast finish. Medium full body, chewy smooth mellow mouthfeel. 
Overall a wee bit too sweet and intense for me.",4.3
25062,Cigar City Hunahpu's Imperial Stout,"On draft at redlight redlight
dark, smokey, smooth as butter, heavy
a nice mocha hued head first appears but quickly vanishes
I dig it",4.0
24236,Cigar City Hunahpu's Imperial Stout,"W aromacie owoce w czekoladzie, papryczki, kakao, cynamon. Barwa świetna, piana mogłaby być bardziej trwała, ale nie jest źle. W smaku umiarkowana słodycz, czekolada, karmel, alko i wyraźne papryczki na finiszu.",4.1
24850,Cigar City Hunahpu's Imperial Stout,"RBSG 2010 on the bus to Ypsilanti. Lame notes from notepad on my ipone. I saw the bottle! Black! Smells warm and wonderful. Mounds of this stuff: rich chocolate, roasted malts, coffee, ancho peppers (I was told this is what I smell), earthy, licorice, light vanilla - simply amazing. Taste: Heat!, chocolate, earth, candy, has some hot chocolate, light smoke, licorice, cinnamon. Smooth mouth feel with a wonderful light heat lingering. Excellent excellent beer.",4.7
24339,Cigar City Hunahpu's Imperial Stout,"I’m not a huge fan of regular Huna, but I still have to give this 4.3. Much better than regular Abraxas, Mexican cake, and bomb! The best non barrel aged spiced stout.",4.3
24440,Cigar City Hunahpu's Imperial Stout,"Bottle. Pours oily jet black with no head. Aroma is dark fruit, fudge, cinnamon and peppers. Taste adds brown sugar, cocoa and graham cracker. A hint of vanilla bean turns up in the aftertaste. Thick sticky mouthfeel with a very long finish. Amazing.",4.2
25222,Cigar City Hunahpu's Imperial Stout,"On tap @ the Brass Tap: First of all.....WOW! Pours a thick black with a thin tan head that has excellent lacing. Has a nutty tobacco aroma with hints of cocoa and peppers. Flavor brings out the spices, vanilla, cocoa leading into a creamy mouthfeel and smooth, tingling finish. A very well-balanced and complex beer that is absolutely delicious!",4.5
24251,Cigar City Hunahpu's Imperial Stout,"Apparence : Noire, visqueuse, léger col brun très foncé, voire écarlate, rétention faible, carbonatation faible. 

Nez : Chocolat pimenté, torréfaction, notes de fumée. Intense. 

Goût : Chocolat, épicée, légère amertume, légère acidité torréfiée, cannelle en rétro-olfaction, mais plutôt subtile. Moyennement sucrée, finale presque sèche. 

Sensation : Chaleureuse, léger piquant, bonne longueur, corps assez dense, légère astringence (intéressante) qui languit. 

Bref : Chocolat noir, du piment, un sucre résiduel contrôlé, une torréfaction bien présente, un corps qui supporte bien le tout, un alcool qui ne se pointe pas en bouche; je ne sortirai pas des sentiers battus en stipulant que cette bière est une réussite.",4.3
24818,Cigar City Hunahpu's Imperial Stout,"750 mL bottle shared at the January 2012 Santa Cruz tasting at Sante  Adairius. Not sure of the year but this is from the first bottling of the beer.  Deep black pour with that signature Cigar City imperial stout head. Just a  ridiculous shade of neon brown. Boozy roasty aroma, robust chocolate,  fresh coffee, light iodine. Massive dark chocolate flavor, light smokiness, cocoa, and a mild vanilla bean note. The chilies are pretty subdued at this point but they still impart a bit of flavor without any heat. Viscous heavy bitter mouthfeel, not boozy. Nice glass-staining legs. Killer beer.",4.5
24538,Cigar City Hunahpu's Imperial Stout,"Drank off tap at Hunahpu Day. The 2014 version has some incredible layers to it. The chocolate, cinnamon, and coffee stand out. I like it a lot more than the 2013 version. Great beer.",4.3
25109,Cigar City Hunahpu's Imperial Stout,"750mL courtesy of Travlr. Pours ink well black with a head so dark brown it looks Martian red. Jesus. Very nice lace. Aroma is grapes, smoked meats, barbecue ribs, bacon. Interesting mix. Taste is fresh grapes, raisins and moves to a chalky, powdery finish. I think the base beer here, Zhukov, is one of my least favorite Imperial stouts. The Hunahpu treatment is a shoe in for an amazing beer, but the base beer is just so bad that you can’t hide from it. Maybe do the Hunahpu treatment to the 110K.",3.7
24671,Cigar City Hunahpu's Imperial Stout,"2013 bottle. Pours dark with small head. Nose of chillies, cinnamon, and chocolate. Taste is fantastic. Heat, sweetness, booze. Freaking wunderbar! Mouth is solid. Thanks smith1233445553456!",4.3
24273,Cigar City Hunahpu's Imperial Stout,"4Jun2017 Dark chocolate, cacao, herbaceous, spices, light coffee, rich, dark malts. Black, small, creamy, beige head. Light bitter. More cacao, dark chocolate, light chilli, filter coffee, soft carbonation, full bodied, light chilli heat in the finish. Nice Impy, rich but not too overpowering. Keg at MBCC Yellow Session, Copenhagen.

13Mar2022 Dark roast malts, sweet cinnamon, chocolate, cacao, vanilla, light chilli, very dark brown, small, creamy, beige head. Light bitter. Dark roast malts, sweet oak, chocolate, bourbon, spices, soft carb, full bod. Outstanding, rich, complex, well-balanced. Draft at Cigar City, Tampa. 4.2",4.2
24254,Cigar City Hunahpu's Imperial Stout,"[Draught at 'Beaus Oktoberfest 2017', Sep. 23] Pours black, oily looking, with an average size small frothy long-lasting light-brown head. Lovely aroma of roasted malt, chocolate, coffee, some lactose, dark fruit, light hops, vanilla and more -- complex and lots there. Flavour: Oh wow! It's everything the aroma is along with hints of ginger and other spices that I did not expect to be there -- simply fantastic! Medium bodied. This definitely lives up to it's reputation and does not disappoint. 
I can't believe I've never had this before!",4.4
24673,Cigar City Hunahpu's Imperial Stout,"2013 Bottle from Hunahpu Day poured a month later in an official Hunahpu glass. Pours like thick black syrup with a late forming dark brown head. Smells of chocolate, chiles, and more roasty chocolate then some hints of vanilla. Silky chocolate milk up front with a tiny hint of the chiles. Thickest beer i have ever tried. Very little carbonation. Finishes bittersweet, keeping it far from cloying. Chiles help too. But in any case it is dessert on its own.

Got a chance to try the 2014 version from a generous sharer in line at the Swamp Head Bottle Drop.  Thanks!  Pours as before, but this years really has more cinnamon, vanilla, and chile notes than the 2013.  I noted this in the DB Huna as well.  Beautiful aroma and taste of cinnamon filled chocolate, still just only a slight hint of vanilla, and chiles that give this a clean finish and balance the sweet just right.  Freaking awesome.",4.4
25029,Cigar City Hunahpu's Imperial Stout,"[Draft @ Capones] Opaque black with a small, dark tan head that left nice lacing on the glass.  Aroma of chocolate, roasted malts, light smoke, vanilla bean, and no alcohol.  Taste of chocolate, vanilla, roast, light spices, smoke, and light alcohol.",4.1
24376,Cigar City Hunahpu's Imperial Stout,"Bottle. Pours used oil black and thick. Smell of booze and cocoa. Substantial mouthfeel. It's maple syrup/molasses sweet with some chocolate. 

---Rated via Beer Buddy for iPhone",4.5
25155,Cigar City Hunahpu's Imperial Stout,"Draft at Brewvival: Woody aroma, not strong. Motor oil black, thin brown head, viscous. Woody soy sauce, cherry, smoked meat flavor. Soy sauce finish. Rather salty, but in a good way",3.8
25136,Cigar City Hunahpu's Imperial Stout,"Rating #900.  LIVE RATE!  Huge thanks to dakine for sharing the goodness.  Pours a viscous black color with an intimidating reddish-brown head.  One of the best looking beers I’ve ever seen.  Smells richly of green chiles, milk cocoa, and coffee grounds.  Tastes overwhelmingly of each with added notes of toasted malt, pepper jack, cough syrup, and soy sauce.  I really didn’t think this could meet my expectations, but IT DOES.  FML.",5.0
25178,Cigar City Hunahpu's Imperial Stout,"Enjoyed at the Flossmoor Station RB tasting, 1/16/2010:  This poured a thick dark brown body capy by a short tan head.  The aroma was sweet roasted malt, chocolate, vanilla, sharp grass, and a dash of mild peppers.  The flavor was heavy, syrupy with the dark malt, complemented by vanilla, a hoppy bitterness, cocoa, anise, and damp wood.  The ancho came around near the end along wth a soft sour twist.  I never picked up on the cinnamon.  The finish was sweet/sour and peppery.  Nice.",3.8
24917,Cigar City Hunahpu's Imperial Stout,"750ml bottle shared by Sean. Rating #343. Inky jet black pour, thick and viscous with an unreal dark brown head. Sweet spicy chocolate aroma, dark fruits, really quite enjoyable. Spicy and a little bitter, dark chocolate and roast that sticks to the tongue for awhile, pretty good shit. (1476)",4.0
24676,Cigar City Hunahpu's Imperial Stout,Chocolate forward with a smoky pepper aftertaste. Highly drinkable even at the high alcohol rate.  This is the 2013 version and I am glad that I was able to get a few for saving.,2.3
24185,Cigar City Hunahpu's Imperial Stout,"750mL bottled 2/26/21, drunk 11/21/22, thanks Chalameuax!
Undetermined clarity, dark mahogany with deep burgundy highlights in the light.  Medium-sized, tan head shows moderate retention.
Nose is beautiful and well-aged.  None of the unfermented sugars and syrupy fudge that so many stouts have these days.  The adjuncts are done incredibly tastefully, as well with none of it jumping out or dominating.  Dark chocolate, vanilla, moderate roast and ample sweet caramel from the malt with no alcohol, even after warming.  Everything melds together so well and it's shocking to me that this is a mere 21 months in bottle.  Drinks like it's homogenized for 5 years.
Soft, malty, rich and yet wonderfully attenuated.  Near-perfect balance giving appropriately chewy, luxurious textures with no syrupy sweetness or any fatiguing sugar on the finish.  Cinnamon spiciness helps balance and vanilla is soft and flavorful.  Nothing jumps out and this is a study in balance and finesse.  Through all that, it's still pleasingly rich and satisfying.  No alcohol whatsoever.  Pretty crazy that I never got on the Cigar City train - just missed the boat.  Glad to finally try this and I see now why Cigar City hit it big.   Hard to believe they've created this much depth, complexity and balance without barrel aging. This puts many barrel aged stouts to shame, which is impressive. 9/4/9/5/19
2018 bottle drunk 2023.
3 years older than the sublime 2021 bottle I had recently and just a mess of cinnamon and other overdone adjunct. Thin flavors and textures with unrefined sugariness. So bad that it got dumped immediately. Wow, what's with the consistency issues with this beer?? 8/4/5/3/9",3.7
24359,Cigar City Hunahpu's Imperial Stout,"Pours black with a nougat colored head. Cinnamon, vanilla, roasted malt, chocolate, tobacco, raisins and coconut. Flavour; Coconut, chocolate, vanilla, raisins, honey, wood and earth tones.",4.3
25098,Cigar City Hunahpu's Imperial Stout,"Bottle shared by emacgee.  Thanks Ethan.  Very black oily pour with thick, stagnant deep tan head.  Great looking beer with an appearance that’s hard to beat.  Nose is chocolate, cinnamon, pepper, roast.  Flavor is big and sweet with the spiciness of the peppers working well with the chocolate and molasses.  It’s big and sweet without being too cloying like many many other recent RIS. Pretty tasty and one of the better CCB beers I’ve tasted.",4.3
24911,Cigar City Hunahpu's Imperial Stout,"’09 noire huile de moteur, mousse épaisse moka/acajou deux doigts.
Arôme donne bien l’aspect des piments se mélangeant avec la vanille et les morceaux de cacao laissant une impression légère de malt fumé.
Palais est épais, chocolaté avec les piments qui donnent juste assez d’épice sans pour cela prendre le dessus sur l’expérience. Le tout reste un peu lourd sur le chocolat, note de café, soyeuse en bouche, Une bonne IRS qui me semblait être meilleure jeune.",3.9
24199,Cigar City Hunahpu's Imperial Stout,"Very good. There are many beers that are copying this formula of peppers, cinnamon and chocolate; this is one of the better ones.",4.4
24545,Cigar City Hunahpu's Imperial Stout,"Black with dark brown head. Aroma is spices, chillis, peppers and chocolate. Taste is chocolate, licorice and chili peppers. Thick and creamy, sweet and a clean finish.",4.5
24952,Cigar City Hunahpu's Imperial Stout,"Bottle shared by DalzAle. Pour is oily black and very rich looking and has a tan red head that dissipates to a collar. Aroma is smoke, peat and bacon  chocolate and coffee. Taste is more the same very nice, and leaves some pepper or chilies in the finish. Palate is full and creamy with a sticky and chaulky finish. Pretty sweet brew!",4.0
24394,Cigar City Hunahpu's Imperial Stout,"2015 bottle. Pours opaque black with tan head. Aroma is rich chocolate, cinnamon, light spice, roast, and woody character. Flavor is rich chocolate and espresso notes with nice spice profile and a nice roasty finish. Medium/full body.",4.3
24516,Cigar City Hunahpu's Imperial Stout,"Sample glass at ZBF 2014 thanks to someone at the table. black beer, brown head, aroma is sweet and something i cannot recall, taste is coffee and chocolate, and aftertaste is chili sting... 2011 was better than the 2013",3.1
24987,Cigar City Hunahpu's Imperial Stout,"Bottle at Filip & Erik, Pours black with a brown head. Sweet, roasted, honey, chocolate, coffee, toffee, hops grass. Thick and creamy, high sweetness, roasted malt, chocolat, toffee and hops. Long nice chocolate coffe aftertaste.",4.6
24390,Cigar City Hunahpu's Imperial Stout,"Dégustée chez Janick. Merci pour le partage Janick! La bière est noire, huileuse, peu mousseuse et semble très lourde. Le liquide colle à mon verre et s’y agrippe longuement en y laissant une pellicule brunâtre et grasse. La palette aromatique est la dimension que j’ai préféré de cette bière: cacao, café, fournée de biscuits aux brisures de chocolats... Vraiment, cette bière offre un nez absolument magnifique! En bouche je fus saisi par la proéminence des épices qu’il m’avait été impossible d’anticiper en humant la bière. Le mélange d’épices et étonnant et également très complexe et homogène. J’ai décèle du chili doux, du poivre, de la cardamome et de la coriandre moulue. Il faut absolument reconnaître l’habilité avec laquelle le brasseur a su ficeler ces saveurs entre-elles. Je demeure tout de même sceptique quant à la nécessité d’ajouter tant d’épices lorsque la trame de fond repose sur une pâte à biscuits. J’aurais sans douté préféré cette bière le soir du Réveillon de Noël!",3.8
24995,Cigar City Hunahpu's Imperial Stout,"Bottle at Chris’ Blue Ridge Mountains of Virginia tasting.  I’ve had this twice now, so thanks to both Puzzl and Ken for allowing me the chance to drink this.  Oily coconut.  Very decent, but lacks a lot of character.  Decent, hides alcohol well.  Smooth creamy dark choc and I did have quite a bit of this so I must have liked it, but still doesn’t hit the heights, plus I scored it 3.5 the first time and 3.6 this time so pretty consistant.",3.6
24384,Cigar City Hunahpu's Imperial Stout,"Pours dark brown with a dark tan head. The aroma has chocolate, bitter roast, bitter roast, light pepper meat and a hint of spice. IT has a medium / full body with light semi-sharp carbonation. The flavor starts with smooth roast, cinnamon, light pepper, alcohol, peppery spice and chocolate. The finish has some earthy hops added. Pretty solid. Thanks to gregwilsonstl for sharing this one.",3.9
25096,Cigar City Hunahpu's Imperial Stout,"a vast assortment of friuts, toasted mats, slight tartness and spicy peppers. rich palate with a choclate overtone that warms the heart.",3.7
24855,Cigar City Hunahpu's Imperial Stout,"Bottle:
Small dark brown head on top of an oily black (!) colored beer.
Smell coffee, caccao, molasses, smoke, coal, milk chocolate.
Taste coffee, coffee beans, burnt malts & barleys, lovely bitter, dark chocolate, dark fruits and spices, tar, bitter!
Nice bitter coffee darknspicy aftertaste.
Low carbo, soft mouthfeel, full body and a nice oily texture.
Great looking beer, very well balanced and superb tasting!",4.6
24238,Cigar City Hunahpu's Imperial Stout,"Thanks Tide. Raisin, cinnamon, oil, sharp char, vanilla. Raisin, cocoa, chocolate, cinnamon. Complex yet balanced. Oily, smooth and sticky. Really great!",4.1
24233,Cigar City Hunahpu's Imperial Stout,"Butelka. Barwa smoliście czarna z beżowa niewysoka piana. Aromat cacao, kawy, czekolady, pumpernikiel. Papryczki delikatnie dają o sobie znać. Po ogrzaniu coraz więcej papryczek. Gesta tekstura, oleista. Długie posmaki. W aftertast czuć moc papryczek.",4.1
24261,Cigar City Hunahpu's Imperial Stout,@ Brewskival 17-8-26: Veldig bra öl men stora mörka toner som först och främst bär pregl av krydda (kanel). Lång fyllig och fin eftesmak. Bra,4.1
24974,Cigar City Hunahpu's Imperial Stout,"Update from CC.  The 2011 version is even better.  More chocolate and vanilla with less pronounced peppers.  Still get the heat, but mostly on the backend.  Superb..
The description on the bottle says it all.  The aroma was spicy chilies.  The taste was like nothing I have had before.  A great stout with undercurrents of roasted malt, chocolate, and cocoa that are dominated by vanilla and peppers.  Wowzers...",4.7
24429,Cigar City Hunahpu's Imperial Stout,"Deep black pour with orange tan head. Nose of dark chocolate, roast, cinnamon, vanilla, and coconut. Flavor is excellent. Dark chocolate shake with vanilla and cinnamon sticks. Lightly sweet with lingering cinnamon and trailing faint pepper. Thickish, but unbelievably drinkable.",4.6
24403,Cigar City Hunahpu's Imperial Stout,"Bottle courtesy of jcwattsrugger, shared at a tasting, 4/27/15. Dark inky brown, thin fizzy tan head.Aroma of chocolate, roasted malt, fruity peppers, vanilla, cinnamon. The taste is cinnamon, vanilla, roasted malt, coffee, chocolate. Medium bodied, lingering roasted malts and a bit of lingering spice.",3.8
25025,Cigar City Hunahpu's Imperial Stout,"Ink black pour with a dark brown head that looks like cappuccino froth. One of the best looking beers I’ve ever seen. The aroma is loaded with spice, roast, and sweet delight. Cinnamon, peppers, mocha, vanilla, cocoa nib, some lactic sugar, and burnt espresso. The flavor is chocolate and coffee with an excellent balance of swirling cinnamon, peppers, and vanilla. Bitter bakers chocolate leaves a chalky roast on the roof of the mouth, as does some capsicin based spice. The palate is utterly rich and thick, velvety, chewy, and viscous. World class for sure.",4.6
24501,Cigar City Hunahpu's Imperial Stout,"Draught sample at Copenhagen Beer Celebration 2014. 1st Session. Pours black with a brown head, aroma of grain, chocolate, coffee and liquorice, flavor of liquorice, cocoa, cinnamon and nutmeg, medium to full bodied, Great.",4.0
24540,Cigar City Hunahpu's Imperial Stout,"Black with tan head. Aroma is cinnamon and fruity spice. Taste is full bodied - very fruity. Orange tangelo pudding. Spicy finish. Feel there are lots of similarities to mulled wine here. Overall, a true original. Maybe too much citrus fruit for me. UPDATE...Cracked a 2014 bottle May 2015 - tasting a lot less citrus and more balanced with the spices. Extremely good stuff!",4.2
24544,Cigar City Hunahpu's Imperial Stout,750ml bottle pours a dark oily black with a small tan head. big chocolate vanilla and slight chili malt taste. great stout,4.4
24789,Cigar City Hunahpu's Imperial Stout,"Pours an opaque sable with a thick, fine-bubbled cinnamony tan head. Strong, smoky, chocolaty aroma has hints of cinnamon and vanilla. Mouth-filling roast coffee flavor has tones of caramel and chocolate plus hints of hot pepper and licorice. Firm, almost syrupy, smooth texture is quite fizzy.",4.5
24945,Cigar City Hunahpu's Imperial Stout,"Thanks to cmillward.  Bottle.  Absolutely delicious stuff.  One of the best stouts that I’ve tried so far.  Beautifully dark and thick in the glass.  Head was a shade of brown as dark as any I’ve seen.  Mouthfeel was thick with mild carbonation.  Aroma is rich with chocolate, mild roast, big vanilla and some interesting spice.  Dark chocolate, cocoa, vanilla all come through big in the taste, as well.  I’m not a big fan of chili in beer, but it’s very nice in this one, only hitting in the finish with a bit of spice.  This sort of super rich chocolatey imperial stout is right up my alley for the style.  Hops are present but more of a background player.  Pretty sweet but it works well for the beer.  Just a big, rich beer that drinks even bigger than 11% abv.  Very impressive.",4.6
24812,Cigar City Hunahpu's Imperial Stout,"Had this from a bottle, sweet smell,  wonderful dark color, and great sweet taste.",4.8
24619,Cigar City Hunahpu's Imperial Stout,"Poured from a bottle.  Nice thick and creamy brown head that lingered longer than expected for a beer of this ABV.  Smells of chocolate, caramel, coffee, and a little bit of vanilla.  Sweetness dominates with cinnamon, vanilla, and caramel hitting the tongue first with a bit of roasted barley at the end.  Can’t tell for sure, but there might be peppers in here balancing everything.  A great and complex Imperial Stout.",4.2
24741,Cigar City Hunahpu's Imperial Stout,"First beer in my new room in Aarhus. Shared with my roomie Niels. Pours good old black with one of the darkest almost redish brown heads I’ve ever seen. Stunning! Aroma of dark chocolate, cocoa beans, dark dried fruits, cinnamon, sweeter liquorice, rear cigar, vanilla, a note of leather also and some weak spicy/earthy notes. Taste is more roasted and the chili really strikes through in the aftertaste in a pleasant way. Also followed by the cocoa beans, chocolate, liquorice, weak tobacco, alcohol in the back of your throat. It also has that salty quality to it, some espresso notes and dark dried fruits here aswell. Big and full of inspiring nuances! Really diggin the chili in the end featuring the creamyness! 

Re- rate of the Hunah 14. I will not write that much but just enjoy this beer which easily is my fav non barrel aged imperial stout. So smooth so gentle, so much balance and just tropical and exciting. The tickle from the chili is just spot on! Numbers are the same!",4.7
25084,Cigar City Hunahpu's Imperial Stout,"Bottle courtesy of dmac, thanks Dave! Shared with fordest, toncatcher, some other guy, and the rest of the East County crew. Poured a deep dark abyss black, with a reddish hue at the liquid level. Swirled around the glass created some brownish foam. Oily residue on the glass left behind. Aroma was chocolate, coffee, with hints of licorice, vanilla. First flavor to hit my tongue was coffee, finishing with chocolate, vanilla. I was unable to detect the chilli’s. I think more spice would have been good. A true masterpiece. We all enjoyed this one.",4.5
24728,Cigar City Hunahpu's Imperial Stout,"Bottle at Chriso’s Pre-GBBF Shindig, 2012, London. Thanks to Ed - and Paul (if I recall correctly)! Pours deep brown-black with a thick, brown cream head. Aroma holds some lightly tangy dark malts, booze, heavy roast, some spice. Big sweet flavor, lots of dark malts, stinging alcohol, some dark fruits, raisins, tar, burnt wood. Full bodied with fine carbonation. Hot finish with dark baking cocoa, acidic coffee, booze, charred wood. It has a dry, vinous quality to it. It’s quite hot. Not overly sweet, which is nice. Very, very good. (4.2)

Bottle at The Stouts Tasting, London - thanks to Jack. Pours black-brown with a creamy, brown head. Rich dark malt nose, spices, dark chocolate. Big sweet flavor with oily chocolate, cinnamon and chili, dark char. Full bodied with fine carbonation. Hot finish with more oily, dark chocolate, light chili spice coconut, cinnamon, earthy bitterness, dark malts. Great stuff. (4.3)",4.3
24589,Cigar City Hunahpu's Imperial Stout,"Pours a very nice looking opaque, very dark brown with a smooth mocha colored head. Dark chocolate, smoky olive, and chili flesh on the nose. Mouthfeel is coating and moderately thick, like a melted milkshake. A bit of capsicum tingle on the tongue after the finish.  Rich flavor of dark chocolate, smokiness, and olive, with some vegetable cutting into the richness and blending for a mildly tart cherry at the finish.",4.0
24570,Cigar City Hunahpu's Imperial Stout,"Tap.GABF. dark brown, brown head. Smelss of roasted malt, dark fruit and caramel. Flavor is sweet fruits, caramel, roasted malt and chocolate.",3.8
